ID,review,label,,
1188,Bharat Main Adem Rawadari Aur Adem Bardasht Adeebo Ka Ikhtejaj 10 Mazeed Adeebo Nay Izazaat Lota Deye Tadad 50 Hogai ,2,,
1189,Mujhea zarurat hain. Tum maro ples. I'll provide you the zehr required 😌,2,,
1190,Super Highway Se 2 Lashen Baramad ,2,,
1191,Sabiq Bharti Sadar Abdul Kalam 83 Sal Ki Umar Me Inteqal Kar Gaye ,2,,
1192,Sahi baat ha,1,,
1193,2 Police Ehlkar Zakhmi ,2,,
1194,Ppp walay aaj tak road saaf nahe rakh sakhay.,2,,
1195,Roosi Wazir Dakhla ka Daura Turkey Multavi,2,,
1196,"Unani almeay ka Hero zindagi ki tamam khatnaiyan tay kerta hua manzil e maqsood tak pahoch jata lakin shaksiyat ka koi chota sa siqam, tabiyat ki zara si bechayni dil ki koi mamuli si bhool usey zindagi bher ki jaddo jahad key samer se mahroom ker deyti hay Waheed Murad bhi aysi hi aik almnak khami ka shikar huay to aeyea unki kamyaban bhari zindagi mein nuqta talash keya jaye jo biakhir un ki mokammal tabahi ka bas bana",2,,
1197,Jis ki wajah se un ke dil mein adakari ke bare mein dilchaspi paida hoti gai,1,,
1198,Bagrt safi neh ahya yrh noon league k chmacga ha,2,,
1199,Mukhiyair hazrat nay in ki dil khul kar madad ki aur in kay kamo ko dekhte huwe baqi Pakistan nay bhi imdadadi raqam say inhone woh puri imarat kharedli jaha dispensary thein aur waha aik zachgi kay liye center aur nurseon ki tarbiyat kay liye school khula aur ye hi Edhi Foundation ka aghaz tha.,1,,
1200,Mghy boht boht boht duaon ke zrort hy,1,,
1201,nice sis mujy baby waghyra bhot pasand hy nyc nd super duper,1,,
1202, Altaf Hussain ki  maqbuliat mein har guzartay din kay sath azafa hi hua koi kami nahi aie aur na unkay mokhalif apnay tamam tar dawon kay bawajud unhain hilanay mein nakam rahay,2,,
1203, Ye wo steel mills hai jis ne 2005 mein pedawar ke tamam records tor deye,1,,
1204,Kissan Package Ka Elaan Dhandli Hai Imran Khan Sahafi Se Apnay Rawaye Par Mazrat Reham Ka Mutalliq Sawalat Na Karnay Ki Appeal,2,,
1205,Kaml ka ha yeb,1,,
1206,"ALLAH Kareem aap ko Lambi Omer atta farmaye, Ameen",1,,
1207,Lanat is par beshomar,2,,
1208,izzat ke lyek ho tou du na,1,,
1209,Dekhun to Aik Shkhs b mera nhi bana ,2,,
1210,Ye ha kisi kanjri ka bacha,2,,
1211,Aisa lagta hy Alahazrat see direct Faiz mil rha hy MashALLAH,1,,
1212, App ne bemisal jurat ka muzahira karte howe aik ghante mein dushman ke 43 siphiyon ko muat ke ghat utar kar un ke 4 tank tabah kar deye aur 38 foji qedi bana leye,1,,
1213,Ak bjhy charag ne mera hath jla dia ,2,,
1214,He has one son with her,1,,
1215,Murshad g ki kya bat hy masha Allah,1,,
1216,Hell true :-/ waday tusi sharif hunh,1,,
1217,Miss Salon Helen Keller ki zindagi mein inqelab ban kar warid hoein,1,,
1218,Meri beti ki aulad k lye dua kijiye,1,,
1219,ye to uss tereh ka sahafi tha jesey dr.shahid meshood ney wo lerhki rakhi hui hey bs g g kerney ,2,,
1220,bichari ,2,,
1221,Karkuno Ki Griftari Ka Tadam e Marg Bhok Hartal Karnay Ka Faisla Wada Kia Tha Jan Day Dunga Jhukunga Nahi Quaid MQM ,2,,
1222,bohat achi batein hein,1,,
1223,bt choice ajeeb hay.....pathan hoo na....,2,,
1224,"In mein sheriyon ko khush haali, azadi, masawat, izzat e nafas jise bunyadi hoqoq shamil hain",1,,
1225,Aindah dinon mein hone wale hamlon mein Havaldar Lalak Jan Shaheed ke do aur sathi Shaheed ho gaye aur sirf aik sathi bacha,2,,
1226,"Yaar chorh civic waghaira , Careem hamara dost hai yaar :D :D",1,,
1227,KARACHI K 70 Elaqo Me Rat 11 Baje Se Bijli Ki Farahmi Muatal ,2,,
1228,Kithe chali ae morni banke. Remember?,2,,
1229,Kamal,1,,
1230,ALLAH Ki Naimaton Main Sy 1 Naimat Hy Or Moqa Mily Or Bach Jana Yeh ,1,,
1231,Awam Ne 2 Daku Ko Pakar Kar Zinda Jaladiye 1 Halak Or 1 Zakhmi ,2,,
1232,Or ktnii qadr kryn?? Hmary kanon sy pucho ,2,,
1233,DJ WALAY BABU? ,2,,
1234,police ka mehkma he khatm kar dena chaheya.kia faida asi police ka.jo logun ko ka jeena haram kar day.,2,,
1235,Yaar iyo kam tun hi bhalo thi kareen ,2,,
1236,Sada salamat rhain or isi tara deen ki khidmat karty rahain ameen,1,,
1237,jahalat loha bachny wala b mulk ni chala skta,2,,
1238,Wazir e Azam Se M Fazl ur Rahman Ki Mulaqat PTI Arkan Mustafi Ho Chukay Tehreek Qanon K Mutabiq Hy Wapis Nahi Lenge Quaid JUI  ,2,,
1239,Allah tu islam ke dushmano ko muslmano ke dushmano ko barbad ker dey aaj juma ka din hai allah kufar per apna azab nazel farma ey ameen allah,2,,
1240, woh Pakistan kay pehlay caption thay jin ki qayadat mein pakistani team nay Bharat ko Bharat aur England  ko England mein haraya in kay zare qiyadat Pakistan ki team duniya bhar mein wahid team thi jis nay West Indies ki zabardast team kay khilaf 3 test series barabar kiye iss dour  mein duniya ki kisi aur team ko ye azaz hasil nahi huwa batour caption ,1,,
1241,Lanat hmari forces par,2,,
1242,inushay rahman kanjry,2,,
1243,Dosron ki madad kar ke wo khushi mehsos karti.,1,,
1244,"PATWARIUN KA KOI HAAL NAHI. JAHIL QOUM SAHEE HORAHA HA HAMARY SATH JO HORAHA HA. Mujhay batao kon kehta ha k roads, mall flyover Bridges in say tarraqi hoti ha. o jahil log literacy rate dehko apnay mulk ka peechly saalun mein 60% tha ab 58% hogaya ha matlab hum din ba din anparh hotay jarahy. Laa tadaad beemariyan phel rahee hain is mulk mein us ko khatam karo tab jaa k mulk tarraqi karyga.Aur Woh 10 shadi ker 20 karay Woh uska personal matter ha. Shahbaz shareef 5 shadi ker k behta ha 4 tk ki ijaazat ha apkay islaam k mutabiq. And shahbaz shareef bhi jitni kery Woh uska matter ha. We have nothing to do with that.Apna mat socho is mulk ka socho",2,,
1245,Jis na kha ha ci kha ha,1,,
1246,NWFP mein sanati mulazmeen ke liye to kam se kam ujrat muqarrar kar di gai lekin gharelo mulazmeen ke liye aisa kuch nahi hua.,2,,
1247,Hum Operation Ki Himayat Krtay Hy Magar Usman Muazam Or Baytay Ki Griftari Operation Ku Mashkook Bana Rahi Hy ,2,,
1248,Lanat ha jahlo par,2,,
1249,Saeed Anwar dono innings mein 0 par out ho gae,2,,
1250,Film mein kaam karte hue hum pori tarha azaad hote hain aur khul kar apne jazbaat ka izhar karte hain,1,,
1251,Laanat ho ap psr,2,,
1252,jo apni makhsoos tarz-e-mazah aur do maeyne guftugo ke baiys maqbool aam hua aur 30 saal se ziyada arsey tak chalta raha,1,,
1253,Imran nawaz Zardari ur in jysy leadro k hoty hovy kom k bytiu k sath eysa hota rhy ga ik inqalab jo in sub ko margla tewer p letkey,2,,
1254,Main ne past mien jo kaam kiya wo logon ko aaj tak yaad hai,1,,
1255,"Sonia Gandhi bharat ki pehli roman catholic prime minister ban sakti thin, agar wo 2004 mein congress ki hairan kun intekhabi kamiyabi ke bad wazarat e uzmaa ka auhda qabool karne se inkaar kar ke sab he ko hairan na kar deti.",2,,
1256,Bht pyraa ha baby,1,,
1257,Doston ko Bhe Daawat Den ,1,,
1258,Left hand se khelne wale stylish batsmen ka tazkara ho to baat Pakistan ke mayanaaz opening batsmen Saeed Anwar tak zaroor pohanchegi,1,,
1259,Duaa kijye gaa mohsin khan from mumbai,1,,
1260,Excited Jiya ar Arsal ki shadi hogi ,1,,
1261,Pehle pheke ya baad mei pathar toh pheke na.,2,,
1262,Is film ke milne tak shahrukh khan ne jis qadar kathin jaddojehad ki aur jin sabar aazma marhalon se guzre  in ki daastan khasi dil kharash hai,2,,
1263,agr is k b ksi famly membr k sath easa hota to pta chalta ye mzaak hy yaa begyrti,2,,
1264,"Saray shows band karo

Kanjar khana khol k rakha hua hay",2,,
1265,"thek, ALLAH pak ka koi b hukam maslehat k baghair nai.",1,,
1266,ya Bakwasss ha Ya Wo Chiz ki Jo Pic My ha,2,,
1267,nahi nawaz shareef k jalsy ya campaign py kise ko eitraz nahi wo kr sakta hai kis ny kaha hai eik bhi baat batao kise ke plz ab baat change na karna eik word batao kise bhi PTI walay ka k nawaz shareef jalsy kion kr raha hai?,2,,
1268,# ZainabKhan dukhi Aaatma,2,,
1269,"Haal he mein Ahsan Khan se aik ittefaqiya mulaqat mein kuch batein hui, jin ka aehwal pesh e khidmat hai",1,,
1270,jahan tak pohanchne ka koi tasawwur bhi nahi kar sakta,2,,
1271,Allah pak ka Mulk e Pakistan k liay anmol tohfa... Allah en ko sehat e kamla dy.,1,,
1272,Heheh ulta choor qotwal ko danty ..,2,,
1273,Ab maine nahi ana,2,,
1274,1965 ki jang kay bad jab January 1966 mein Ayub Khan nay Allan-e-Tasqand per dastakhat ker deye to Bhutto nay apnay uhday say istafa day dea aur larkana chalay gaye lakin Ayub Khan kay lia Allan-e-Tasqand kay baray mein akalay jawab dahi bohot mushkil thi.,2,,
1275,"yar us ki awaz to koi khas nai, but log kehte",2,,
1276,Dua karna Allah ham sab ko hadayat ata farmaye. AAMEEN,1,,
1277,ye ha Pakistan ki asal awam bc jahil,2,,
1278,bhai ap tw bat dil py hi lay gaey 🤣,2,,
1279,Donon Janib Se Barf Pigli Hai Pakistan Wapasi k lye 3 Sharait Hakomat ko bheja hon ,2,,
1280,Ricky Ponting ko one day cricket mein Australia ki taraf se sab se ziyada runs aur centuries banane ke aezaaz hasil hai,1,,
1281, Qiyam e Pakistan ke waqt hindu muslim fasadaat ke pesh e nazar aap ne kamala jurrat se kaam ke lar Gandhi Ji ki maiyt mein sooba ka daura kiya aur is tarah fasadiyon ki sazish ko nakaam bana diya,1,,
1282,5 December Ko Karachi K Awam Taliban K Hamiyo Ko Mustarad Ker Den Ge Hyder Abbas Rizvi MQM ,1,,
1283,1973 mein Pakistan ne New Zealand ko us ki sarzamen par zer kiya to is tarikhi fatah mein Intikhab Alam ne 11 wickets le kar bunyadi kirdar ada kiya,1,,
1284,Ap har bar dhooka detay ho humain lahore qalandar,2,,
1285,Sarkain mor kar andar lay lo,2,,
1286,Magar vote galat banday ko de rahi hai,2,,
1287,be shak mgr mera nahi hai,2,,
1288,"Government Khamosh,United Nation khamoshAalami Bradari khamoshOIC khamosh90,000 Musalman naqalmakani krne pr majburAb tak 4000 Muslim families ko zinda jalaya ja chuka hy,.",2,,
1289,Tamam Users Astaqhfar Ka Wird Karen ,2,,
1290, Pehli film mien Sikander Mirza ka role ada karne par inhe 750 rupees muaawza mila tha,1,,
1291,Ajeeb mntq paesh ki hy 😀😀😂,2,,
1292,apne dukh se pyar karna duniya ka dastor he ,2,,
1293,Bhai minorities ki makhsoos seat hoti he,2,,
1294, Yeh aezaaz inho ne 1994 mein Kashair County ke liye khelte hue sabiq Pakistani cricketers Haneef Mohammad ka record torh kar hasil kiya,1,,
1295,"Mashah Allah, Allah kreem qabool frmay",1,,
1296,Astaffirullah in jese logo pr Allah ka azab kun nai ata,2,,
1297,Kuch aisy bhi hain. Allah hedayat dy.,2,,
1298,Cricket Khel Saken Gay ,1,,
1299,Local Governments B Ksi Kaam Ni Aayi ,2,,
1300,Huh nkl apni trf se xD,2,,
1301,Allah apko sehath o hafiath k sath rehai dilaway Ammeen ,1,,
1302,bohat ghalat post astagfirullah,2,,
1303,Sorry to say zra achy ni lgy bhai,2,,
1304,M Asif Pr 1st September Se Pabandi Hatanay Ka Elaan International B Khail Sakain Gy ,1,,
1305," Lara ne college ke tournament school boy league mein 12616 runs fee innings ki oasat se 745 runs banae  Jab wo 15 saal ke the to inhe pehli baar 19 naujawan players mein shamil kiya gaya aur under 19 ki numaiydegi karne ka mauqa mila Brian Lara Trinidad and Tobago mein football aur table tennis bhi khela karte the, magar in ka khayal tha ke cricket in ki kamiyabi ka raasta hai jo inho ne sach kar dikhaya",1,,
1306,"Marilyn ki zindagi ke kae saal dard, mehromiyon aur tarah tarah ke nashaib o faraz se ibarat hain aur in ke interviews ya sawanah hayat mein in ka zikar aata raha hai, is liye sex symbol kehlane ke bawajood logon ke dilon mein in ke liye aik khaas qisam ki hamdardi bhi maujood rahi, jis mein aihteraam ki aamezish thi",1,,
1307,ECP Ne NA 122 Sy Ayaz Sadiq K Kaghazat e Namzadgi Manzor Kr Liye Election Larrnay Ki Ijazat,1,,
1308,But ye to me apna btaya ...Y r u sad,2,,
1309,"Uss waqt un ke teen behtareen dost Hadayat Jahan,Gogi Alauddin, Jaif Hat, un ke qareeb maujood they aur un ki azmat ko salam ker rahe they",1,,
1310,"Rafi ki awaz mein fil “Khoj�?ka gana “Chand ka dil tot gaya, rone lage sitare�?1940 ke ashre ke akhiri barson mein All India radio se khub khub chala",1,,
1311,check kar anti jazbati ho rahi,2,,
1312,ham sab k liy dua,1,,
1313,As mentioned 3 Tharki soo mjhe app loog hi yaad aye,2,,
1314,Hahaha xD bht halaat tight xD,2,,
1315, May 1993 mein Supreme Court ke 11 rukni bench ne Nawaz Sharif ki hukumat ko bahal kar deya,1,,
1316,Jo Shakhs Ramzan K Rozon K Baad Shawwal K 6 Rozay Bhi Rakhay Tau Wo Hamesha Roza Rakhnay Walay K Manind Hoga ,1,,
1317,Karkunan Ki Badi Tadad Mojud Saddar men Trafic Jam,2,,
1318,lakh d lanat begharto,2,,
1319,like karry kho di de... Kho zyaati kaarnamy kho Paki sta leader di....,2,,
1320,Es shampoo say bal sarah dil naram rhte ha. Thanks daraz,1,,
1321,Sureh anam ki ayat 45 for cancer cure har waqt paray,1,,
1322,tm mere kch kehne se pehle he smjh jatay ho sb,1,,
1323, 17 sala Jahangir ne Hint ko itna zayada pehle hi game mein thaka deya tha ke un ki tawanai mein kami nazar ane lagi thi Hint apne harifon ko thaka ker harane mein mashhoor they lakin iss roze woh khud shikar ho rahe they yeh umda mansooba bandi ka nateja tha Jahangir ne pehla game iss andaz mein khela tha ke usey zayada sey zayada lamba keya ja sake,1,,
1324,Ab dimgh ki chatni q bnate ho :v,2,,
1325,"College ki rasmi taleem diploma hasil karne par khatam ho gai tahum us ki ghair rasmi taleem kabhi khtam na hoi aur ingrezi, francici aur German kutub ko parhti rahi aur naye josh o kharosh se likhti rahi.",1,,
1326,Ghalib ne gehre dukh ko mazah aur zarafat ki dhal ke zarye khud par hawi hone se roka,1,,
1327,dosri aik wajah ye bhi thi ke wo ziyadah tar nagme ragon mein banate the jis ke leye waqat aur mehnat darker hote hain,1,,
1328,Duaon ki drkhwast hai,1,,
1329,Acha to PMLN k under to Pakistan na bht taraki ke ha,1,,
1330,jo wahan Afia k sath ho raha h ye yahan apni behn betiyn k sath b yehi krty hyn.,2,,
1331,"Main bhi in ke barey mein yehi tassur rakhti thi ke wo jarihana mizaaj rakhte hain aur ghusiley bhi hain, magar yeh haqiqat nahi. ",1,,
1332,ody jiny dand ny na ony ghus jana team ch ty khoon v choos jana sari team da,2,,
1333, In ki gher mamooli karkardegi ne maqami kalbon ki tawajja hasil kar lit hi,1,,
1334,"Mera experience iss polka dot coat kay saath bara raha. Jis tarhan website mein describe kia tha, waisa hee product deliver kia gaya hai aur mien bohat khush hoon kay awal tou yeh perfect size ka hai, aur quality nmein koi compromise nai kiya gaya hai. ",1,,
1335,Itna Fazool Juta ????,2,,
1336,F B Area Men 3 Roz K Doraan 10 Se Zaid Bakray Chori Shehri Ahtiyat Karen ,2,,
1337,Go gadar go,2,,
1338,"Quaid e Millat apni siyasi masrofiyat ki wajah se bachon par tawajah nahi de sakte the, is leye ye zimedari mukamal tor par begum Liaquat ke kandhon par aan pari aur unhon ne ye zimedari nihayat kamyabi se nibhai.",1,,
1339,Behtreen oily face ke lye kafi behtar result,1,,
1340,chatey thay Man Bap ki aklouti aulad honey key bas unhon nay bant key khana shayad sekha nahein tha slgira pe milney waley tohfon ki tarah woh her film pe milney wali dad o tahsen ko bila shirket e gairey wasool ker nay ki koshish ker te un key iss rawaeay par sab se pehley Pevaiz Malik berham huey un key bad Sohail Rana aur Masroor Anwar ne bhi saday ihtejaj buland ki,2,,
1341,Islami duniya mein Edhi foundation har musibat aur mushkil waqt mein aham imadad farham karti hai.,1,,
1342,or hum to ak kamra mai band tha or chabi gum ho gi to janu fir aaga kiya huwa ,2,,
1343,Allah pak ap ko mazeed tableeg ki taqat de ameen,1,,
1344, Phir apne tajurbat ke sath is mein izafe ke liye bilkhasoos batilmos ke riyazati geography ko inho ne aur aage barhaya,1,,
1345,Ji bilkul paisaaa wasooool comments,1,,
1346,Allah Aap ko slamat rakhe,1,,
1347,"Shame on u ..... all sooooooo called muslims .....dooob mro tum log or tum logo ko hm pr mussllat krny waly bsoch len ...kis ko vote dety hn n q? Vote amaant hy diyantdaar muttqy logon ko laao ..... hdees e nbvy hy ,almr o maa mn ahbbaa, aadmy usy k saath ho ga jis k saath muhbbat krey gaa ......allah pak hmara khatma Allah sy muhabbt krny walon k saath krey aameen... socho mrnaaa yaa rakho ...,. enna btshaa rbbika lashadeed ,, bey shak tery rbb ky pkr boht sakht hy ,,,",2,,
1348,yaar end nae kerna chiyeah tha itni jldhi main to aik he dahkta tha,2,,
1349,acha item hai,1,,
1350,Rangers K Ekhtyarat Me Tousee Ki Qarardad Aaj Bhi Pesh Naa Ho Saki ,2,,
1351,Uziiii teri baat kr gae k khud is umar me shadi krna chahta.... ,2,,
1352,she is still in our heart...�?ALLAH pak jannatul firdos me ala maqam ata frmae (Aameen),1,,
1353,"Masoom tw nai kher, lekin is waley kaam mei interest naaai 😎😂",2,,
1354,Itna gusa kyun jeet to gaye ab ... abi b maza nai aya kia?,1,,
1355,Wisdon ne likha ke Pakistan is dore mein haqiqi qowat ke tor par ubhra hai,1,,
1356, In 4 fojiyon ne mehaz apni maharat aur hosle ke bal par dushman ka aik aur hamla paspa kar deya,1,,
1357,Bugti Mein Civilian Hukmrani Bahal Ki Jaye Adalti Hukum ,1,,
1358,Fb hamesha jhoot khta ha abhi keh tou rhi thee,2,,
1359,�EEE€�EEE Maine ne kabhi Ibn-e-Safi ke novelon ko kitabon ke darmiyan chupa kar nahi rakha,1,,
1360,main ne jab quomi satah par ibteda ki to na sirf main ne un ko ideal banaya balke un se training bhi li,1,,
1361,Allah Allah kya noorani mehfil thi. Subhan Allah masha ALLAH. Allah qabool karey . Dil se peer saqib raza sahab k liye duaen mangi. Allah qabool karey ameen,1,,
1362,Jahil awam panjab ki,2,,
1363,Jis ki umeed ki ja rahi thi aur mehaz 13 weeks bad he use band kar diya gaya,2,,
1364,Mian Irfan Riaz wo b sub ko pata hai k kis NY kill Kiya ok,2,,
1365,Zindagi Ko Badalne Me Waqt Nahi Lagta ,1,,
1366,"Bhatti sahab ne jawab deya ke masajid to phele hi bohat hain magar namazi koi nahi jab se Huzoor Nabi Kareem (SAW) ne qadam e Mubarak zameen par rakha hai sari zameen masjid bana di gai, lehaza aap ko esa kaam bataon jo Allah ki raza ka bais ho aur akhirat behtar ho jaye, aap aik hospital bana den jis mein bekas, besahara aur dekhi insanon ka muft ilaj kiya jaye",1,,
1367, phuppo hi ni meri. ..,1,,
1368,Mery jaan qurban meray leader per,1,,
1369,"Shakra ki Maa yeh Boli,,,Mujh ko Beti ke liye Barr chahiye…�?Zia Mohyeddin Show �?ke ilawa inho ne PTV par Payal, Zia Mohyeddin ke Sath, Chacha Chakkan, Drama Markhem, aur bohat se anfaradi noiyat ke programs mein bhi apni salahiyaton ke johar dikhlae",1,,
1370,ALLAH Kareem istaqamat dai hazrat ko,1,,
1371,Very bad player drafting...Very bad selection....Selector pta nae doodh pitay bchyKoi bowler hai hi nhi uper sy captaincy b mecullum ki....,2,,
1372,England meinkhelne ka wasi tajurba aur all rounder hone ke bawajud phele world cup ke squad mein shamil na the,2,,
1373,Beshak inki baatoon main asar ha jo b sunta ha aahkoon m aanso aa jatey hainAllah pak inko ajr e azeem ata farmaye or hamesha salamat rehkey ameen,1,,
1374, 1927 se 1932 tak Rashdi marhoom ne Mohammed Ayyub Khoro ke secretary ke faraiyz anjaam diye aur Sindh ko Bombay se alehda karne ki koshishon mein hissa liya,1,,
1375,Wo pashtoon tahafaz walay kutay kahan mar gay hain achakzai kidr gia hai,2,,
1376, Allah aap ko sehat zindagi dy taky aap choron ki ghulami mai guzarien ... ,2,,
1377,As salam-o-alikum Hakeem sahab Jo shaks fazol goi aor fazol wsawas aor dosro se bilawja bat by bat jhagarta ho aesy shaks k liye kuch btaein please Yan to wo shaks chup rhy Yan phir jab B boly to acha boly please Hakeem sahab AP ko Allah shad o Abad rakhy ameen sum ameen please Meri madat KR dein,1,,
1378, Pir Pagara ki ibtedai zindagi mushkil halaat mein guzri,2,,
1379,America Ki Mukhtalif Riyasato Main Masjid Ko Bomb Sy Urane Ki Dhamki Amez Call,2,,
1380,Ma ta ko kam nahya kandi  ahe ta tujha hall ah,2,,
1381,hai sir g kash bht dil ha,1,,
1382,Boht piyari ho sister,1,,
1383,waqt haai watan keliye kch krny ka inshAllah 6 july jail main hoga,1,,
1384,CityNews021 Ki Janib Se Kamyab Security Iqdamat Per Police Rangers Ko Khiraj e Tehseen,1,,
1385,convey my regards :P,2,,
1386,Phir nh khna lgai nh,2,,
1387,Parking Fees Sirf KMC K Card Walo Ko Di Jai ,2,,
1388,Allah pak hamsha apne rehmat ke sadky khush rekey Amen summa Amen,1,,
1389,moral of the story... baighairat si bhi houn na...,2,,
1390,KHUDA Kare Har Din Apki khushian Petrol K Rates Ki Tarha Barhti Rahin,1,,
1391, 1933 mein Allama Iqbal ne apne aik khat mein Allama Raghib Ahsan ke mutalliq likha ke �?Maulana Raghib Ahsan ki qabliyat o salahiyat ki tasdeeq karte hue mujhe be had musarrat hui hai,1,,
1392,"Beshak ! Subhan Allah! Allah Humko kehne sunne se zyada amal ki taufeeq ata kare,( Aameen)",1,,
1393,Cool DJ Bhai ho toh h asa,1,,
1394,ahan nice janab,1,,
1395,"Brian Lara aik aise batsman hain jis ke gunn cricket ki duniya ke shaiqeen aur cricketers, sab he gaate hain",1,,
1396,to q phass gai kmeeni.,2,,
1397,Kamal alla,1,,
1398,Waqai cream hi to hai jo sab chupakar acha dikha ta hai,1,,
1399,Hahahaha liken rana shb piyari to hai,1,,
1400,Ibrahim Ismail Chundrigar ke zaati hesiyat mein Muslim zamaa hind ke sath talluqat bhi khushgawar the,1,,
1401,Or jo ortain mardoon ko hirasaan krti Han un ki b koi commetti bnai Jay,1,,
1402,Apko bhi Eid Mubarak,1,,
1403,Abdullah tumahara waqat pura hogya h,2,,
1404,Haq Buland Kia aapne,1,,
1405,Kharabi Ki Soorat Me Bijli K Ta atul Ko Loadsheding Na Samjha Jai,2,,
1406,Aise logo ko add nhi rkhta me jinko dekh k afsos hota rahe,2,,
1407, Agarchay Khan Abdul Ghaffar Khan zindagi phar apne Pakistani hone se inkari rahey aur Pakistan ko aik “Ghulam�?reyasat qarar detey rahey (Yahi waja hai key unhon ney dafan hone ke leye Afghanistan ki “Azad�?Sarzamine ka intekhab kiya) iss hawale se unhein iss kitab mein shamil nahein kiya jana chahiye tha,2,,
1408, jb y khtam ho jae ho jae ga tb me kya dekhun gii,2,,
1409,g kiyun nai ho 2no mujh se 5 5 hath age ho wrna mein to samjhi thi poore khandan mein sb se ziyadfa kameeni mein hi hun lekin us din sare raaz khul gaye,2,,
1410,farig logo ka time pas😂,2,,
1411,Lanta ho is par,2,,
1412,Khaabeesni coca cola pilaaaday :/,2,,
1413,Product theek hay.,,,
but not worth that much price.,2,,,
1414,Ya Allah jo koi b Tabeeh khanay ki khidmat kr rha us ko jza e khair atta frma,1,,
1415,Phir yeh hua ke radio Pakistan ke farmaishi naghmon ke programs mein 90 % log Attaullah Esakhelvi ke songs ki farmaiysh karte,1,,
1416,"""YAHAN NAHI RUKTI HAI YE!!!",2,,
1417,Na g bht mehnti bacha hy Papa kehte hain bra nam kre ga.,1,,
1418,Es K Baghair Musalman Ka Iman Mukamil Nahi Ho Sakta ,2,,
1419,Allah Ka suhkar aj say hamesha Ka Lea zindagi bhar load shaiding khatam,1,,
1420,Main ne Imran ko bata diya tha ke main koi samjhota karna nahi chahti.,1,,
1421,Es leay Muskurany ki koshish kia karo Es se wo loug ju apk Rouny pr muskuraty hain wo Loug phir apki hansi pe jalyn gy.,1,,
1422,"8 March ko agar khawateen ko un ke hoqoq dene ki baat hoti hai to har satah par is azam ka izhar bhi zarori hai ke bahesiyat insan khatoon ko izat aur masawi hesiyat dena ho gi,khatoon ke khilaf hone wali istehsaal aur har shakal ke tashdud ko jar se ukharna ho ga",1,,
1423,in dosron ke bad Pakistani team ne jo dere kiya in mein Intikhab Alam ki catnaini mein behtareen karkardagi ka muzahirah kiya,1,,
1424,just look at these my GodThe karai pe dedetey ha and batiyaan wala are the best ,1,,
1425,Sb bhool gye aj ka match jeet gye hum,2,,
1426,Jab Quran Parha Jaye Tau Khamosh Ho Kar Pori Tawajjah Se Suno Takay Tum Per Raham Kiya Jaye ,1,,
1427,dog sahir lodhi,2,,
1428,MQM Ka Ehtijaj Jari ,2,,
1429,Billo auntie waqaii kamal kr rhii hen or DJ was superb today Behan k leay itna kuch or rhaa h so cute kinzaa baandrii zrafe ki chotii Behan zehr lgtii h muje or next promo was good am excited for next episode jiya ki b video bne gii dil ka haal maloom ho jae ga bss y kinzaa dfaa ho jae manhoos maari,1,,
1430,Sanu ki???divorce hui ya bhaaag gai ksi sath..Donkeys jab hum koi personal bat krain to Bhai unki life ..Abay hmein Kia unki life say picture ha ya nhi ha honeymoon Kahan mnaya..Mahira baji sota lga rhi thi tm log kh rhy uski life ha..tmhy Kia takeelf hui pta krany ki donkeys ,2,,
1431,23 August 2006 ko  Wazir e Azam Shaukat Aziz ke khilaf tehrik e adam etimad jam karai gayi,2,,
1432, Unhon ne mazid kha ke mulik ko naqabil e taskhir siyasi aur aqtesadi qowat banyen gaye,1,,
1433,JoTumhen Rasool Den Wo Lay Lo Aur Jis Cheez Se Tumhen Mana Karen Us Se Tum Baaz Raho ALLAH Se Daro ,1,,
1434,10 20 rupy ka bhir sy milta hai itna rait high hai  Read more,2,,
1435,Bohtt he aala,1,,
1436,I love krachi,1,,
1437,Lanat husan hakane musharf zardari nawaz sharef part,2,,
1438,Janab Farab saath chor bhag khare huwe.,2,,
1439," Ibn-e-Safi ka kehna hai ke wo us waqt tak TV ke kisi program main hissa nahi lenge, jab tak bataya na jae ke in ke novel Dr",2,,
1440,I Love your Lahore Qalandars,1,,
1441,Meri bati k reshty k liay Dua karain Allah nasib acha kary,1,,
1442,"Tou bhi cutting kara lay, us ki yadon ma malang banta ja rha ha",2,,
1443,Normal quality hai..jo nzr aa rha hai pic m..os s low quality hai..sole low quality ka hai,2,,
1444,Sahir ab tou bach,2,,
1445,You too :p,1,,
1446,"Hussain haqani jese afraad ko sakht tareen saza di jae ,, ",2,,
1447, Sri Lanka ka khilaf khele jane wale match mein Javed Miandad do wickets hasil kien aur not out rehte huwe 28 runs banaye,1,,
1448,Wah begairti noo phoolan naal tukk rehay hain...kehri izzet zameer froashi ker kay,2,,
1449,Tahum 1999 mein paida hone wale match fixing ke tanazey se Wasim Akram ke career par bura asar parha aur in ki shohrat ko nuqsaan pohancha,2,,
1450,Mery face dany bnty Han g,2,,
1451,aur woh Shery bhag gaya aim time pe.ye thi lamby planing.,2,,
1452,buht acha product hai.. I like it,1,,
1453,Allah pak salamat rakhe.....,1,,
1454, Charge sheet ein kaha gaya tha ke Wazir e Azam Pakistan steel mills ki privatization mein aain mein deye gaye mandate aur privatization ke qawanin ki khilaf warzi ke zimedar hain,2,,
